"station","lon","lat","alt","area","name","city","state","uf","basin","subbasin","river","class","Escala","RegistradorNivel","DescLiquida","Sedimentos","QualAgua","Pluviometro","RegistradorChuva","TanqueEvapo","Climatologica","Piezometria","Telemetrica"
84581000,-48.9839,-28.465,8,2840,"TUBARAO - ESCRIT. FISC. DE OBRAS","TUBARAO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO TUBARAO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84581005,-49.0439,-28.4742,NA,2830,"TOMADA DAG US JL FAZ CRUZEIRO","TUBARAO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO TUBARAO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84597250,-48.9594,-28.1086,190,4448,"PCH CAPIVARI BARRAMENTO","SAO MARTINHO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO CAPIVARI","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
84597300,-48.9714,-28.1175,NA,533,"PCH CAPIVARI JUSANTE","SAO MARTINHO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO CAPIVARI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
84597998,-48.9667,-28.1667,38,619,"SAO MARTINHO - MONTANTE","SAO MARTINHO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO CAPIVARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84598000,-48.9667,-28.1667,35,619,"SAO MARTINHO","SAO MARTINHO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO CAPIVARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84598002,-48.9717,-28.1656,31,620,"SAO MARTINHO-JUSANTE","SAO MARTINHO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO CAPIVARI","Fluviometric",1,1,1,0,1,0,0,0,0,0,1
84599000,-48.7456,-28.115,NA,196,"ETA CASAN - IMBITUBA","IMBITUBA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO D'UNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84600000,-49.0147,-28.2606,28,770,"ARMAZEM CAPIVARI","ARMAZEM","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO CAPIVARI","Fluviometric",1,0,1,1,1,0,0,0,0,0,0
84601000,-48.9922,-28.4689,NA,2840,"TOMADA D'AGUA US. JORGE LACERDA","TUBARAO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO TUBARAO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84630000,-49.3011,-28.535,NA,NA,"UR26","URUSSANGA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO URUSSANGA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84635000,-49.2511,-28.595,NA,NA,"UR42","MORRO DA FUMACA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO COCAL","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84640000,-49.2381,-28.6,NA,NA,"UR43","MORRO DA FUMACA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO URUSSANGA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84650000,-49.1781,-28.7269,NA,NA,"UR45","MORRO DA FUMACA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO URUSSANGA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84670000,-49.2981,-28.7889,NA,NA,"AR69","ICARA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO DOS PORCOS","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84680000,-49,-28.4167,NA,1020,"USINA JORGE LACERDA BR-101","GRAVATAL","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO CAPIVARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84690000,-49.5825,-28.6114,184,39.5,"SERRINHA MONTANTE","SIDEROPOLIS","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO SERRINHA","Fluviometric",1,0,0,0,0,0,0,0,0,0,0
84750000,-49.5825,-28.6111,172,43.4,"BARRAGEM SAO BENTO MONTANTE","SIDEROPOLIS","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO SERRINHA","Fluviometric",1,0,0,0,0,0,0,0,0,0,0
84760000,-49.5586,-28.6078,164,118,"BARRAGEM SAO BENTO","SIDEROPOLIS","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO SERRINHA","Fluviometric",1,1,1,0,0,0,0,0,0,0,0
84770000,-49.5561,-28.6094,NA,118,"BARRAGEM SAO BENTO JUSANTE","SIDEROPOLIS","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO SERRINHA","Fluviometric",1,0,1,0,0,0,0,0,0,0,0
84790000,-49.6431,-28.6031,NA,NA,"AR27","SIDEROPOLIS","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO FIUORITA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84800000,-49.5514,-28.6125,114,119,"SERRINHA - JUS 200 M - CASAN","SIDEROPOLIS","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO SAO BENTO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84801000,-49.4781,-28.5989,NA,NA,"AR26","SIDEROPOLIS","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MAE LUZIA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84802000,-49.49,-28.6531,NA,NA,"AR28","NOVA VENEZA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MAE LUZIA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84820000,-49.4744,-28.7492,40,526,"FORQUILHINHA","FORQUILHINHA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MAE LUZIA","Fluviometric",1,0,1,0,1,0,0,0,0,0,1
84820001,-49.4753,-28.7475,NA,NA,"AR83","FORQUILHINHA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MAE LUZIA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84830000,-49.4131,-28.745,NA,NA,"AR73","SANGAO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO SANGAO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84835000,-49.4269,-28.7561,NA,NA,"AR76","CRICIUMA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO SANGAO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84840000,-49.44,-28.825,NA,NA,"AR85","MARACAJA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO SANGAO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84845000,-49.4569,-28.845,NA,NA,"AR86","MARACAJA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MAE LUZIA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84850000,-49.6361,-28.8325,80,343,"MELEIRO","MELEIRO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MANOEL ALVES","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84851000,-49.485,-28.8347,NA,792,"ETA CASAN - MELEIRO","FORQUILHINHA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MANOEL ALVES","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84853000,-49.5897,-28.8536,10,355,"FOZ DO MANUEL ALVES","MELEIRO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MANOEL ALVES","Fluviometric",1,0,1,0,1,0,0,0,0,0,1
84858000,-49.5167,-28.9167,NA,1160,"FORQUILHA GRANDE","ARARANGUA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO ARARANGUA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84949000,-49.7025,-28.9422,30,359,"TURVO","TURVO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO AMOLA FACA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84949800,-49.6372,-28.9725,12,863,"ERMO","ERMO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO ITOUPAVA","Fluviometric",1,0,1,0,1,0,0,0,0,0,1
84950000,-49.6014,-28.9583,10,970,"TAQUARUCU","ARARANGUA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO ITOUPAVA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84953000,-49.4875,-28.9333,NA,2700,"ARARANGUA","ARARANGUA","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO ARARANGUA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
84955000,-49.6856,-29.0558,16,32,"MARACANA","SOMBRIO","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO DO COQUEIRO","Fluviometric",1,0,1,1,1,0,0,0,0,0,1
84970000,-49.965,-29.1953,NA,339,"PRAIA GRANDE","PRAIA GRANDE","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MAMPITUBA","Fluviometric",1,0,1,1,1,0,0,0,0,0,0
84980000,-49.9394,-29.2014,NA,378,"POCO NEGRO","SAO JOAO DO SUL","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MAMPITUBA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
84990000,-49.8264,-29.1547,23,NA,"MAMPITUBA","SAO JOAO DO SUL","SANTA CATARINA","SC","ATLANTICO, TRECHO SUDESTE","RIOS TUBARAO,ARARANGUA E .....","RIO MAMPITUBA","Fluviometric",1,0,1,0,1,0,0,0,0,0,1
85028000,-52.3056,-28.3111,NA,NA,"RIO JACUI (Passo Fundo)","PASSO FUNDO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
85029000,-52.4408,-28.4056,NA,335,"PCH ERNESTINA MONTANTE","MARAU","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85030000,-52.55,-28.5003,NA,774,"USINA PASSO FUNDO","ERNESTINA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85040000,-52.4047,-28.4733,NA,159,"PCH ERNESTINA ARROIO TRES PASSOS","NICOLAU VERGUEIRO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO TRES PASSOS","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
85050000,-52.545,-28.5556,460,1040,"UHE ERNESTINA","TIO HUGO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85050001,-52.545,-28.5556,NA,1040,"PCH ERNESTINA BARRAMENTO","TIO HUGO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,0,0,1,0,0,0,0,0,1
85050100,-52.5536,-28.5628,NA,1060,"PCH ERNESTINA JUSANTE","TIO HUGO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85060000,-52.7122,-28.5103,371,458,"USINA SANTO ANTONIO","VICTOR GRAEFF","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO DA GLORIA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85068000,-52.685,-28.485,NA,NA,"RIO GLORIA (Nao Me Toque)","NAO-ME-TOQUE (CAMPO REAL)","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO DA GLORIA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
85070000,-52.7,-28.4667,NA,414,"USINA CARAZINHO","NAO-ME-TOQUE (CAMPO REAL)","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO DA GLORIA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85074000,-52.7267,-28.6717,NA,NA,"PCH COTOVELO DO JACUI BARRAMENTO","VICTOR GRAEFF","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
85076000,-52.7311,-28.6728,371,1830,"PCH COTOVELO DO JACUI JUSANTE","VICTOR GRAEFF","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85080000,-52.84,-28.7208,NA,2990,"ESPUMOSO","ESPUMOSO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,0,0,0,0,0,0,0,0,0
85080001,-52.8492,-28.72,380,2970,"UHE PASSO REAL MONTANTE 2","ESPUMOSO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85090000,-52.8497,-28.7203,NA,NA,"RIO JACUI (Tapera)","TAPERA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
85100000,-52.9336,-28.6314,360,653,"LINHA SAO PEDRO","SELBACH","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO COLORADO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85110000,-52.9269,-28.6428,NA,684,"PCH COLORADO JUSANTE","TAPERA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO COLORADO","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85120000,-52.9264,-28.6467,NA,688,"PCH COLORADO JUSANTE 2","TAPERA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO COLORADO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85140000,-52.9794,-28.7492,NA,4450,"UHE PASSO REAL MONTANTE 1","ALTO ALEGRE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85150000,-53.0197,-28.5833,NA,309,"PONTE IBIRUBA","COLORADO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO GRANDE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85160000,-53.0692,-28.6939,NA,84,"USINA IBIRUBA","IBIRUBA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO PULADOR","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85161000,-53.0367,-28.6436,NA,358,"ARROIO GRANDE","IBIRUBA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO GRANDE","Fluviometric",1,0,1,0,0,0,0,0,0,0,0
85162000,-53.0361,-28.6417,NA,NA,"ARROIO GRANDE (Ibiruba)","IBIRUBA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO GRANDE","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
85170000,-53.2519,-28.5656,NA,326,"CGH CASCATA DO PINHEIRINHO","IBIRUBA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI-MIRIM","Fluviometric",1,0,1,0,0,0,0,0,0,0,0
85180000,-53.1647,-28.5453,NA,738,"UHE PASSO REAL RIO JACUI-MIRIM","IBIRUBA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI-MIRIM","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85190000,-53.1672,-28.6731,NA,1300,"LINHA JACUI-MIRIM","IBIRUBA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI-MIRIM","Fluviometric",1,0,1,1,0,0,0,0,0,0,0
85200000,-53.1333,-28.7333,NA,1470,"PASSO DO LAGOAO","QUINZE DE NOVEMBRO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI-MIRIM","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85210000,-52.5472,-28.5639,NA,NA,"RIO JACUI (Tio Hugo)","TIO HUGO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI-MIRIM","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
85220000,-53.1275,-28.8661,NA,5180,"PASSO DO NOVO","QUINZE DE NOVEMBRO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85230000,-52.9883,-28.7494,NA,NA,"RIO JACUI-MIRIM (Selbach)","SELBACH","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI-MIRIM","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
85235000,-53.1336,-28.9197,326,NA,"UHE PASSO REAL RESERVATORIO","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
85240000,-53.2986,-28.8358,NA,742,"UHE PASSO REAL RIO INGAI","BOA VISTA DO INCRA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO INGAI","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
85260000,-53.1886,-29.0172,280,7110,"PASSO REAL","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85260001,-53.1886,-29.0164,326,8190,"UHE PASSO REAL BARRAMENTO","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
85260100,-53.1886,-29.0172,331,7110,"UHE PASSO REAL - JUSANTE","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85280000,-53.1833,-29.0333,NA,7110,"SALTO GRANDE","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85290000,-53.2653,-29.0508,NA,192,"UHE JACUI MONTANTE","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO LAJEADO PELADO","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85300000,-53.21,-29.0733,279.34,8230,"UHE JACUI BARRAMENTO","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,0,0,1,0,0,0,0,0,1
85300100,-53.2,-29.0667,281,8230,"UHE JACUI - JUSANTE","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85306000,-53.6433,-28.935,NA,1552,"PCH ERNESTO JORGE DREHER PONTE BR158","TUPANCIRETA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
85309000,-53.5094,-29.0333,398,1010,"PCH ERNESTO JORGE DREHER PONTE RINCAO DO IVAI","JULIO DE CASTILHOS","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85310000,-53.4058,-29.1194,291,1520,"PCH ERNESTO JORGE DREHER MONTANTE 1","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85311000,-53.3661,-29.1203,NA,1552,"PCH ERNESTO JORGE DREHER  BARRAMENTO","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
85312000,-53.3553,-29.1031,309,80.4,"SAO FELIPE","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","LAJEADO SAO FELIPE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85320000,-53.3544,-29.1264,290,1640,"UHE IVAI - BARRAGEM","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85322000,-53.3564,-29.1233,270,1640,"UHE IVAI - JUSANTE","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85340000,-53.3322,-29.1261,325,1640,"FAZENDA DO CERVO","SALTO DO JACUI","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85349000,-53.3194,-29.1294,NA,1640,"PCH ENGENHEIRO HENRIQUE KOTZIAN BARRAMENTO","JULIO DE CASTILHOS","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
85350000,-53.3178,-29.1289,189.25,1660,"PCH ENGENHEIRO HENRIQUE KOTZIAN JUSANTE","JULIO DE CASTILHOS","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO IVAI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85360000,-53.2333,-29.25,180,10700,"ITAUBA I","ESTRELA VELHA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85360050,-53.3431,-29.1772,NA,236,"UHE ITAUBA ARROIO DA RESERVA","PINHAL GRANDE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO DA RESERVA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85360100,-53.3172,-29.2108,NA,39.88,"UHE ITAUBA ARROIO DO TIGRE","PINHAL GRANDE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO DO TIGRE","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
85365000,-53.2353,-29.2597,783.45,10700,"UHE ITAUBA BARRAMENTO","PINHAL GRANDE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",1,0,0,0,1,0,0,0,0,0,1
85365100,-53.2314,-29.2656,85,10700,"UHE ITAUBA - JUSANTE","PINHAL GRANDE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85365500,-52.4936,-28.555,NA,203.6,"UHE ITAUBA ARROIO POVINHO","NICOLAU VERGUEIRO","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","ARROIO POVINHO","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85370000,-53.2314,-29.2653,85,10700,"ITAUBA IV (JUSANTE BARRAGEM)","PINHAL GRANDE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85379000,-53.1028,-29.2139,NA,NA,"RIO JACUIZINHO (Arroio do Tigre)","ARROIO DO TIGRE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUIZINHO","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
85380000,-53.105,-29.2142,NA,1400,"PASSO ESTRELA","ARROIO DO TIGRE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUIZINHO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
85380500,-53.1175,-29.2311,149,1413,"UHE DONA FRANCISCA RIO JACUIZINHO","ARROIO DO TIGRE","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUIZINHO","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
85381000,-53.1447,-29.2769,NA,1880,"RINCAO SAO LUIZ","ESTRELA VELHA","RIO GRANDE DO SUL","RS","ATLANTICO, TRECHO SUDESTE","RIO JACUI","RIO JACUIZINHO","Fluviometric",1,0,1,1,0,0,0,0,0,0,0
